Category,Message,,,
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",,,
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,,,
ham,Ok then i'll let him noe later n ask him call u tmr...,,,
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,,,
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",,,
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,,,
ham,Remember on that day..,,,
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,,,
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÂ£2000 CASH 18+only. To opt out txt X to 07786200117,,,
ham,"You aren't coming home between class, right? I need to work out and shower!",,,
ham,IM GONNA MISS U SO MUCH,,,
ham,She's fine. Sends her greetings,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
ham,That's the way you should stay oh.,,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,thanks for the temales it was wonderful. Thank. Have a great week.,,,
ham,If i not meeting Ã¼ all rite then i'll go home lor. If Ã¼ dun feel like comin it's ok.,,,
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",,,
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,,,
ham,Leave it de:-). Start Prepare for next:-)..,,,
ham,Tell where you reached,,,
ham,I have many dependents,,,
ham,Am in gobi arts college,,,
ham,What you did in  leave.,,,
ham,Ok pa. Nothing problem:-),,,
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",,,
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
ham,I'm meeting Darren...,,,
ham,Going on nothing great.bye,,,
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,,,
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,,,
ham,How do you plan to manage that,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,
ham,Have you finished work yet? :),,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
ham,I am going to sleep. I am tired of travel.,,,
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,,,
ham,&lt;#&gt;  mins but i had to stop somewhere first.,,,
ham,Ãœ wait 4 me in sch i finish ard 5..,,,
ham,That is wondar full flim.,,,
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",,,
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120",,,
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,
ham,"Come to me right now, Ahmad",,,
ham,No shoot me. I'm in the docs waiting room. :/,,,
ham,Prepare to be pleasured :),,,
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,,,
ham,What makes you most happy?,,,
spam,URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50,,,
spam,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",,,
ham,Are you free now?can i call now?,,,
spam,This is the 2nd time we have tried to contact u. U have won the Â£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,,,
spam,Marvel Mobile Play the official Ultimate Spider-man game (Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,,,
spam,"Hi,Thanks for working with us. Your bill for $373.75 was due on 28 Aug 2016.If you've already paid it, please ignore this email and sorry for bothering you. If you've not paid it, please do so as soon as possible.To view your bill visit https://in.xero.com/5LQDhRwfvoQfeDtLDMqkk1JWSqC4CmJt4VVJRsGN.If you've got any questions, or want to arrange alternative payment don't hesitate to get in touch.ThanksNJW Limited",,,
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,,,
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,,,
ham,And several to you sir.,,,
ham,"Awesome, I'll see you in a bit",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,I need... Coz i never go before,,,
ham,Ok i'm coming home now.,,,
ham,Please tell me not all of my car keys are in your purse,,,
ham,Where @,,,
ham,Yep then is fine 7.30 or 8.30 for ice age.,,,
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",,,
ham,Ho ho - big belly laugh! See ya tomo,,,
ham,"Sorry, I'll call later",,,
ham,Yup... Ok i go home look at the timings then i msg Ã¼ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,,,
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,"Its ok, called mom instead have fun",,,
ham,Gud mrng dear have a nice day,,,
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,,,
ham,:-( that's not v romantic!,,,
ham,Gud mrng dear hav a nice day,,,
ham,Cant think of anyone with * spare room off * top of my head,,,
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,,,
ham,Some of them told accenture is not confirm. Is it true.,,,
ham,"Sorry, I'll call later",,,
spam,You have 1 new message. Please call 08718738034.,,,
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",,,
ham,Havent still waitin as usual... Ãœ come back sch oredi?,,,
ham,Did you try making another butt.,,,
ham,Ok. No wahala. Just remember that a friend in need ...,,,
ham,I'm not coming home 4 dinner.,,,
spam,"Hi,Thanks for working with us. Your bill for $373.75 was due on 28 Aug 2016.If you've already paid it, please ignore this email and sorry for bothering you. If you've not paid it, please do so as soon as possible.To view your bill visit https://in.xero.com/5LQDhRwfvoQfeDtLDMqkk1JWSqC4CmJt4VVJRsGN.If you've got any questions, or want to arrange alternative payment don't hesitate to get in touch.ThanksNJW Limited",,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",,,
ham,You all ready for * big day tomorrow?,,,
ham,That's my honeymoon outfit. :),,,
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",,,
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",,,
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS Â– FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IÂ’L CALL U""",,,
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",,,
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,
spam,"Congratulations - Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,
ham,All e best 4 ur driving tmr :-),,,
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",,,
ham,"Sorry, I'll call later",,,
ham,Do you always celebrate NY's with your family ?,,,
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",,,
ham,K.k:)advance happy pongal.,,,
ham,Bring it if you got it,,,
ham,yes baby! I need to stretch open your pussy!,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,
ham,Understand. his loss is my gain :) so do you work? School?,,,
ham,"Yeah, we got one lined up for us",,,
ham,THIS IS A LONG FUCKIN SHOWR,,,
ham,When're you guys getting back? G said you were thinking about not staying for mcr,,,
ham,Dont you have message offer,,,
ham,Ugh I don't wanna get out of bed. It's so warm.,,,
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Â‘rents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James.",,,
ham,Then she buying today? Ãœ no need to c meh...,,,
ham,Dear good morning now only i am up,,,
ham,I'll be at mu in like  &lt;#&gt;  seconds,,,
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA,,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,Thanks. Fills me with complete calm and reassurance!,,,
ham,:-) :-),,,
ham,Gokila is talking with you aha:),,,
ham,You're gonna have to be way more specific than that,,,
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,,,
ham,"Tick, tick, tick ... Babe",,,
ham,Lol no ouch but wish i'd stayed out a bit longer,,,
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,,,
ham,Cos i want it to be your thing,,,
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",,,
ham,Convey my regards to him,,,
ham,I accidentally deleted the message. Resend please.,,,
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,,,
ham,"Ya, told..she was asking wats matter?",,,
ham,Were trying to find a Chinese food place around here,,,
ham,Mm feeling sleepy. today itself i shall get that dear,,,
ham,Jordan got voted out last nite!,,,
ham,What should i eat fo lunch senor,,,
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),,,
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",,,
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,
ham,Where in abj are you serving. Are you staying with dad or alone.,,,
ham,Now press conference da:),,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,,,
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,,,
ham,Ok no prob. Take ur time.,,,
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",,,
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,,,
ham,Ok ill tell the company,,,
ham,That's one of the issues but california is okay. No snow so its manageable,,,
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",,,
ham,So u wan 2 come for our dinner tonight a not?,,,
